,name,category,moreInfoURL,logoURL,id,description,membership,meetingDetails,websiteURL
251,JumpStart,Community Service,https://orgsync.com/132664,https://cdn0.orgsync.com/images/os-profile-pics/dca92029-54d6-4a6a-8f81-970002160aef.png?cover=1&s=100,132664,"Jumpstart is a national early education organization that recruits and trains college students and community Corps members to serve preschool children in low-income neighborhoods. Our proven curriculum helps children develop the language and literacy skills they need to be ready for kindergarten, setting them on a path to close the achievement gap before it is too late.
If you are interested in serving as a volunteer for 6-10 hours each week submit an interest form today! 
Eligible students can also earn Federal Work Study through JumpStart.",Contact Ms. Baker to learn more and apply! elyssa.baker@jstart.org,,http://civic-engagement.gatech.edu/
252,Junior STEM,Professional/Departmental,https://orgsync.com/136811,https://cdn4.orgsync.com/images/os-profile-pics/pe7zpjhilyxzg5i_150.jpg?cover=1&s=100,136811,"Junior STEM is an organization that aims to encourage and facilitate student involvement in Science, Technology, Engineering, and Math (STEM) initiatives to promote and increase the retention of underrepresented students and minorities in STEM careers. Many of our initiatives are bidirectional in order to impact students on-campus as well as students in local K-12 schools. Our organization volunteers weekly with local K-12 schools by demonstrating and working with STEM related concepts. We also volunteer at STEM fairs and other STEM related events such as Lego Robotics Competitions, Science Olympiad, Future Tech, Middle Grades Events, etc. We also host our own Step into STEM event, a large fair where K-12 students get hands on experience with STEM and learn more about the possibilities in the evergrowing field. For more information, please contact: juniorstem.gatech@gmail.com","Requirements: Anyone who is passionate about STEM and interested in working and volunteering with local K-12 students.
Process: Sign up on member spreadsheet via https://docs.google.com/spreadsheets/d/1AtF7HBAX4fFRpezZtsUpqz2HBQ_mMADstG_fLnI769I/edit?usp=sharing",Wednesday,https://www.facebook.com/GTJuniorSTEM/
253,Kappa Alpha Order,Interfraternity Council (IFC) Chapters,https://orgsync.com/136387,https://orgsync.com/assets/icons/portals/no_org_profile_150.png,136387,"Kappa Alpha Order remains a strong brotherhood by embodying the ideal upon which it was founded. This ideal was the chivalrous manhood personified by the Southern gentlemen with his kindness, generosity, sense of personal honor, respect for women, and unflinching courage in the face of overwhelming odds.",,,
254,Kappa Alpha Psi,National Pan-Hellenic Council (NPHC) Chapters,https://orgsync.com/147485,https://orgsync.com/assets/icons/portals/no_org_profile_150.png,147485,"Kappa Alpha Psi , a college Fraternity, now comprised of functioning Undergraduate and Alumni Chapters on major campuses and in cities throughout the country, is the crystallization of a dream. It is the beautiful realization of a vision shared commonly by the late Revered Founders Elder Watson Diggs; John Milton Lee; Byron Kenneth Armstrong; Guy Levis Grant; Ezra Dee Alexander; Henry Tourner Asher; Marcus Peter Blakemore; Paul Waymond Caine; Edward Giles Irvin and George Wesley Edmonds.
It was the vision of these astute men that enabled them in the school year 1910 - 11, more specifically the night of January 5, 1911, on the campus of Indiana University at Bloomington, Indiana, to sow the seed of a fraternal tree whose fruit is available to, and now enjoyed by, college men everywhere, regardless of their color, religion or national origin. It is a fact of which KAPPA ALPHA PSI is justly proud that the Constitution has never contained any clause which either excluded or suggested the exclusion of a man from membership merely because of his color, creed, or national origin. The Constitution of KAPPA ALPHA PSI is predicated upon, and dedicated to, the principles of achievement through a truly democratic Fraternity.
Taken from:
""A SHORT CHRONICLE OF KAPPA ALPHA PSI FRATERNITY""",,Sunday,
255,Kappa Alpha Theta,College Panhellenic Council (CPC) Chapters,https://orgsync.com/154641,https://cdn4.orgsync.com/images/os-profile-pics/b3d8k9wj08fjukd_150.jpg?cover=1&s=100,154641,"Kappa Alpha Theta was founded in 1870 as the first Greek-letter fraternity for women. We value our history and our long tradition of leading the way for women's groups and women in higher education. The core of our organization is the spirit of sisterhood: belonging, support and encouragement, accountability, and common purpose. We seek to create spaces in which we can respect and accept individual differences and find strength in inclusion.",,Wednesday,
256,Kappa Kappa Psi: Iota,Honor Society,https://orgsync.com/136423,https://cdn2.orgsync.com/images/os-profile-pics/29f903e6-1490-47c4-be10-f6f9caeb8ada.jpg?cover=1&s=100,136423,"Kappa Kappa Psi operates primarily as a student service and leadership recognition society whose chief aim is to assist the Director of Bands in developing the leadership and enthusiasm that is required of the Georgia Tech Bands. Our goals are to provide the band not only with organized and concentrated service activities, but to give our membership valid and wholesome experiences in organization, leadership and social contacts. The honorary nature of membership is based on our premise that “it is an honor to be selected to serve” the Georgia Tech band, the department of music, Georgia Tech, and the cause of band music in the nation's colleges and universities.",Membership is extended to outstanding bandmembers who exhibit technical achievement and appreciation for the best in music.,Sunday,http://kkpsiiota.gtorg.gatech.edu/
257,Kappa Sigma,Interfraternity Council (IFC) Chapters,https://orgsync.com/136161,https://cdn0.orgsync.com/images/os-profile-pics/26adk112w4scfxx_150.jpg?cover=1&s=100,136161,"The Alpha-Tau chapter of Kappa Sigma has been at Georgia Tech for more than 123 years, and has continuously served and bettered the Institute's community. Our brotherhood prides itself on being strong, well-rounded, ambitious, and involved in every part of campus life.",,Wednesday,http://gtkappasig.com/
258,Korean International Young Adults Community,Cultural,https://orgsync.com/136166,https://cdn4.orgsync.com/images/os-profile-pics/odcamh4ygitd89h_150.jpg?cover=1&s=100,136166,This is an organization of Korean undergraduate student of Georgia Tech,"In the beginning of fall semester, our group opens the event called general meeting. Then by accepting the application, they become the member of KIYAC.",Tuesday,https://www.facebook.com/groups/kiyac/
259,"Korean Percussion Club, SAMULNORI at GT",Cultural,https://orgsync.com/171549,https://orgsync.com/assets/icons/portals/no_org_profile_150.png,171549,,"Members of GT Korean Percussion Club, SAMULNORI will be Georgia Tech students who meet eligibility requirements for participation in extra-curricular activities as stated in the GT Catalog and SGA policies. Only Georgia Tech students can vote or hold office. Membership in this organization is open to all members of the GT community without regard to race, lifestyle, color, religious creed, disability, national origin, affectional or sexual orientation, or gender.
Membership will take effect when an interested party signs the membership roster and pays all dues set for the semester.",,
260,Korean Student Association,Cultural,https://orgsync.com/139426,https://cdn3.orgsync.com/images/os-profile-pics/sfx00c82mmppfn4_150.jpg?cover=1&s=100,139426,KSA is the official Korean Student Association at Georgia Tech. The total number of graduate student members exceeds about four hundred.,Gatech Korean Student - Graduate student,Tuesday,http://www.gtksa.org
261,Korean Undergraduate Student Association,Cultural,https://orgsync.com/144752,https://cdn4.orgsync.com/images/os-profile-pics/zv4yni3y1xdbu09_150.jpg?cover=1&s=100,144752,"KUSA (Korean Undergraduate Student Association), started in the early 1990s, is the forefront Korean cultural organization on campus. There are multiple KUSA chapters in the state of Georgia alongside the one of Georgia Tech; it is a very well-spread and known organization all around the United States. KUSA offers numerous services such as academic support, athletics, and networking opportunities.","In order to become a member of KUSA and receive unique benefits that we offer, one has to pay annual membership fee. For more details, please contact our Vice President of Internal Affairs, Youngjoon Lim (ylim47@gatech.edu) or directly to KUSA. (kusa.gatech@gmail.com)",Tuesday,http://www.gtkusa.org/
262,Korean-American Scientists and Engineers Association,Professional/Departmental,https://orgsync.com/137955,https://cdn3.orgsync.com/images/os-profile-pics/3faf2f22-2296-4ff3-b98a-8b478430c0a2.png?cover=1&s=100,137955,"KSEA-YG is a networking organization where Korean-American young generation in science and engineering fields can meet, communicate, and help each other. KSEA was established in 1971 as a non-profit professional organization and has grown to over 3000 registered members with 67 local Chapters (including four Branches) and 14 technical groups across the United States. KSEA Georgia Chapter is an association of scientists and engineers who live and work in Georgia. Because of an immense number of students and young professionals in the science and engineering field in Georgia, we are launching a Young Generation (YG) chapter.",Anyone who is korean or korean-american can join! Just register for free membership at http://www.ksea.org/join.aspx,Thursday,https://www.facebook.com/groups/1536816093062369/
263,Lambda Chi Alpha,Interfraternity Council (IFC) Chapters,https://orgsync.com/136069,https://cdn4.orgsync.com/images/os-profile-pics/rqp6kieoygcmzg6_150.jpg?cover=1&s=100,136069,"Lambda Chi Alpha is a close-knit brotherhood dedicated to serve Georgia Tech, our local communities, and those less fortunate that us through our philanthropic efforts and various other methods of involvement. 
Through service to our community, we aim to uphold the standards and ideals of Lambda Chi Alpha while increasing the opportunities to invigorate personal, academic, and professional development for all brothers.",,Wednesday,
264,Lambda Sigma,Honor Society,https://orgsync.com/136168,https://cdn4.orgsync.com/images/os-profile-pics/c5bmyqidt10i52v_150.jpg?cover=1&s=100,136168,"Lambda Sigma is a National Service Honor Society for sophomores who are in the top third of their class. Our organization is centered around the 4 Pillars of Leadership, Scholarship, Fellowship, and Service.","If you are eligible for acceptance into Lambda Sigma, you will be notified by email during the beginning of the spring semester of your freshman year. Information about the recruitment process will be provided to you and will include an application and interview process.",Sunday,https://gatechlambdasigma.wixsite.com/website
265,Latter-Day Saint Student Association,Religious/Spiritual,https://orgsync.com/135811,https://cdn4.orgsync.com/images/os-profile-pics/5ettg4l2xah00oh_150.jpg?cover=1&s=100,135811,"Our group represents members of the Church of Jesus Christ of Latter-Day Saints (Mormons) on campus. Our events include weekly game nights, scripture studies, and church. We are here to help any new students who are members of the church or interested in learning more about our church, including carpools to church every Sunday.",Please contact the president or vice president of the organization via email or text message.,"Monday, Tuesday, Thursday",
266,Leadership Education and Development,Campus Office/Department,https://orgsync.com/139433,https://cdn2.orgsync.com/images/os-profile-pics/jtfutc7jb8gyfaq_150.jpg?cover=1&s=100,139433,"Leadership takes place at all levels on the Georgia Tech campus! The Division of Student Life's Leadership Education and Development (LEAD) office gives participating students the opportunity to learn and practice effective leadership skills that can be applied to all areas of their personal and professional lives. The LEAD office offers a thoughtful and intentional series of academic, experiential, and co-curricular activities to help students prepare for leadership in a rapidly evolving global society.  
LEAD programs, such as Grand Challenges, the Minor in Leadership Studies, Leading Edge (One-on-One Leadership Coaching), and Teams for Tech are designed to help students reach their full leadership potential.","Incoming first-years can apply to be a part of Grand Challenges, a living-learning community, upon receiving an acceptance to Georgia Tech. This application will be sent through an acceptance email, and can also be found here: http://grandchallenges.gatech.edu/application-process
Undergraduate Students can apply for Leading Edge (One-on-One Leadership Coaching) each semester. They can also complete a minor in leadership studies. The minor is currently comprised of three tracks – Business, Global Engineering Leadership & Public Policy. Learn more: http://leadership.gatech.edu/content/minor-leadership-studies-0
Graduate Students who have an interest in learning to develop others and would like to become a leadership coach for Georgia Tech students can apply to be a coach in the Leading Edge (One-on-One Leadership Coaching) program every March for the following academic year. Learn more about being a leadership fellow: http://leadership.gatech.edu/content/leadership-fellows
PUBP 4140 - Foundations of Leadership Syllabus is a course open to all students. This course offers a comprehensive review of contemporary issues and perspectives on leadership, including multidisciplinary and systems-oriented approaches as well as classic theory, moving to the examination of evolving contemporary beliefs. Learn more: http://leadership.gatech.edu/content/pubp-4140-foundations-leadership-syllabus
All information can be found on the LEAD website at leadership.gatech.edu",Friday,http://leadership.gatech.edu
267,League of Legends at Georgia Tech,Recreation/Leisure,https://orgsync.com/135786,https://cdn2.orgsync.com/images/os-profile-pics/f27jdcitofk5xeo_150.jpg?cover=1&s=100,135786,"The official page for League of Legends at Georgia Tech. We are an official student organization, and host events, including tournaments and viewing parties. Come and play League with us!",Anybody is free to come and play at our meetings!,"Tuesday, To Be Determined",https://www.facebook.com/groups/GTLoLClub
268,Lean In at GT,Recreation/Leisure,https://orgsync.com/135778,https://cdn1.orgsync.com/images/os-profile-pics/zokqkultk8dja26_150.jpg?cover=1&s=100,135778,"Lean In at GT was started through LeanIn.org, the response to the best-selling book, Lean In by Sheryl Sandberg, which provides practical advice to women on battling gender stereotypes and having the confidence to pursue limitless goals.  Lean In at GT provides a safe space for women and men to have conversations about gender through monthly meetings with small peer groups.  The organization is currently opened to all graduate students on campus with a focus on diversity in terms of academic discipline and ethnicity.  Lean In at GT recognizes that to succeed, we must engage with and learn from the different experiences and challenges faced by others.","For any questions or interest in becoming a member: please email leaninatgt@gmail.com!
We currently only have graduate circles.  If you are an undergraduate interested in participating, please email leaninatgt@gmail.com!","Monday, Tuesday, Wednesday, Thursday",https://gtleanin.gtorg.gatech.edu/
269,LGBTQIA Resource Center,Campus Office/Department,https://orgsync.com/163804,https://cdn0.orgsync.com/images/os-profile-pics/598f0122-f4a8-4f67-aabf-bdf02c6d8892.jpg?cover=1&s=100,163804,"The Center coordinates a range of programs and events throughout the year aimed at educating faculty, students, and staff about LGBTQIA issues, providing safe spaces for LGBTQIA students and employees to build community and explore their identities, and facilitating conversations about LGBTQIA diversity, equity, and inclusion. We are located in room 140 of Smithgall Student Services.",We are not a membership organization.,,http://www.lgbtqia.gatech.edu
270,Liberty in North Korea,Community Service,https://orgsync.com/144149,https://cdn1.orgsync.com/images/os-profile-pics/60vnlf3yuvqm48j_150.jpg?cover=1&s=100,144149,"Mission Statement: ""To spread awareness within the Georgia tech community and the greater Atlanta area so that we may bring kindness and support to those in need."" 
We are the Liberty in North Korea chapter at the Georgia Institute of Technology. Our mission has two aspects to it. First, we raise awareness on the Georgia Tech campus and around the greater Atlanta area about the humanitarian crisis that is happening in North Korea. Second, we raise funds to send to the main LiNK headquarters in Torrance, California to rescue North Korean refugees that have escaped the regime.
We do a lot here at GT LiNK! First of all we have numerous advocacy events to increase awareness about the humanitarian crisis in North Korea. These events include inviting guests to speak at Georgia Tech, dialogues, and more on (and off) campus. In addition, we have fundraising events to raise money to support North Korean refugees. Our organization promotes a friendly environment within GT LiNK so that we may increase our members' knowledge on the crisis and make new friends along the way!",Attend our General Meetings or contact a member for more information (see our profile for member's emails).,Tuesday,http://linkgatech.bigcartel.com/
271,Little Einsteins,Community Service,https://orgsync.com/172082,https://cdn4.orgsync.com/images/os-profile-pics/8d6a9efb-aeca-4568-a6f7-53b8e9ed9bba.png?cover=1&s=100,172082,"Little Einsteins Organization (LEO) is a chartered Georgia Tech campus organization that develops and implements Science, Technology, Engineering and Math (STEM) focused educational activities with children in the Atlanta public school system. LEO meets weekly and coordinates educational activities at various schools in Atlanta twice a month, serving 30-40 children at each event. LEO membership is open to all Georgia Tech students and is currently composed of over 60 volunteer members with more than 2,000 followers on our official social media page. Follow us @gatech_leo on Instagram to keep up with all our latest activities","Eligibility:
1.	Members of the Little Einsteins Organization (LEO) will be Georgia Tech students who meet eligibility requirements for participation in extracurricular activities as stated in the GT Catalog and SGA policies. Only Georgia Tech students can vote or hold office.
2.	There will be no maximum number of members.
3.	Membership will take effect when an interested party signs the membership roster.
4.	Formal Membership Requirements
-Members must complete all required forms legibly within a month of joining organization 
-In order to remain active, members must participate in at least one service event per semester and have attended the preceding meeting for that event. 
5.	If a member is considered not in good standing, he or she has 60 days to meet with committee members and return to in good standing status. If this 60 day requirement is not met, the member will be placed on probation during the next semester.",Monday,http://126323.orgsync.com/org/littleeinsteins172082
272,Living Learning Communities,University,https://orgsync.com/174581,https://cdn4.orgsync.com/images/os-profile-pics/2a35f59a-9702-4bda-8e62-c309390f769b.jpg?cover=1&s=100,174581,"Living Learning Communities are an academic strategy that link academics to on-campus living. Each Georgia Tech community is an integrated experience that promotes interactions between faculty and students, fosters collaboration among students, improves student GPA, enhances campus and civic engagement, increases retention, and eases both the academic and social transition to college.",,,http://enrichment.gatech.edu/llc
273,Living Learning Communities Council,Academic,https://orgsync.com/178895,https://cdn3.orgsync.com/images/os-profile-pics/51b45c8f-7008-48fa-9a0a-a68a71d2ed66.jpg?cover=1&s=100,178895,"The Georgia Tech Living Learning Communities Council is comprised of members of the various LLCs across campus. The LLCC works to facilitate the integration of LLCs on Georgia Tech's campus, establish a campus-wide LLC community to further promote LLC growth and success, organize events for all members of LLCs at Georgia Tech and advertise LLC membership to prospective students.",,,https://enrichment.gatech.edu/llc
274,Love Your Melon Campus Crew at Georgia Tech,Community Service,https://orgsync.com/146081,https://cdn4.orgsync.com/images/os-profile-pics/isjj2ttdhq95ps7_150.jpg?cover=1&s=100,146081,Love Your Melon is an apparel brand dedicated to giving a hat to every child battling cancer in America as well as supporting nonprofit organizations who lead the fight against pediatric cancer.,Students can become members by going through an application and interview process.,"Thursday, To Be Determined",https://www.loveyourmelon.com
275,Management Information Systems Club,Professional/Departmental,https://orgsync.com/136170,https://cdn0.orgsync.com/images/os-profile-pics/p0h6inemxcqiwpi_150.jpg?cover=1&s=100,136170,"The MIS Club was established in 2013 to enhance the collegiate experience of students interested in the Information Technology field. The Club does this through hosting guest speakers, workshops, social activities, and community service events. In the spring, they have their annual BizTech Case Competition to give students firsthand experience in strategic Management Information Systems (MIS) case analysis.","A. Members of The MIS Club will be undergraduate Georgia Tech students who meet eligibility requirements for participation in extra-curricular activities as stated in the GT Catalog and SGA policies. Only Georgia Tech students can vote or hold office. Membership is open to anyone that is interested in the IT field. Membership is
open to all meeting the above criteria, irrespective of race, creed, color, gender, class, age, nation of origin, nationality, disability, marital status, religion, veteran status, or sexual orientation.
B. There will be no Associate members.
C. There will be no maximum number of members.
D. Members may not miss more than 3 club meetings per semester unless permitted by scheduling situations. If you have a concern, please inform us ahead of time.
E. Membership will take effect when an interested party joins the club on OrgSync and pays all dues set for the semester. Semester dues are charged after attending two meetings.
F. A person becomes a member by signing up for the Management Information Systems roster on OrgSync, enrolling in the MIS Club mailing list, and paying semester dues. Semester dues help to fund food at the meetings and gifts for speakers. There is the opportunity for members and nonmembers to volunteer and participate in MIS Club sponsored events, such as the BizTech Case Competition. There is no active or inactive status given to members.
Add your name to OrgSync:
1. Go to https://orgsync.com/login/georgiatech/
2. Search for “Management Information Systems Club”
3. Click on the green “Join Now” box",Tuesday,https://misclub.gatech.edu
276,Marksmanship Club,Recreation/Leisure,https://orgsync.com/143377,https://orgsync.com/assets/icons/portals/no_org_profile_150.png,143377,"The Marksmanship Club provides the opportunity to discuss, learn about and practice marksmanship and firearms. The club strongly welcomes beginners.",In order to become a member send an email to GT.Marksmanship@gmail.com and be prepared to pay dues($50 per year or $30 per semester) either by cash or paypal or Venmo.,,http://marksmanship.gtorg.gatech.edu/
277,Materials Research Society,Professional/Departmental,https://orgsync.com/153661,https://orgsync.com/assets/icons/portals/no_org_profile_150.png,153661,"MRS is a national organization devoted to promoting and advancing materials science. As stated by the national organization, ""the Materials Research Society (MRS) is an organization of materials researchers worldwide that promotes communication for the advancement of interdisciplinary materials research and technology to improve the quality of life."" As the Georgia Tech chapter, we seek to host events that adhere to this mission, including inviting speakers, putting on networking events, and working as a resource for graduate students. This organization is aimed towards graduate students, whereas Materials Advantage is aimed towards undergraduates.",Students are members once they have paid the yearly dues to the national MRS organization. Student dues are $32/year.,,
278,MBA Consulting Club,Professional/Departmental,https://orgsync.com/145304,https://cdn2.orgsync.com/images/os-profile-pics/ff677a1b-9ebb-4a1c-b99a-42cc92af08f0.jpg?cover=1&s=100,145304,"For MBA students (and other Graduate students) who relish a challenge, who know how to find answers, and who just want to make things work, the Scheller MBA Consulting Club offers you a chance to develop your skill set and gain exposure to alumni and organizations who are looking for talents such as yours. By joining the Consulting Club, you will have a chance to learn how to crack case interviews, join alumni networking events, and get advice from fellow MBA students on how to tailor your consulting resume and get through the consulting interview process. 
Activities: 
Consulting Panel (Listen to fellow MBA candidates talk about their internships at various consulting companies and get tips on how to get in) 
Case Interview Prep (Practice for case interviews with fellow MBAs, learn to deal with different frameworks, and learn to handle case interviews with ease) 
Coffee Chats (Speak with consulting company alumni and recruiters and get to know your target companies more) 
Company Visits (Go on-site to your target company and get a feel of the kind of environment you hope to work in) 
Alumni Networking (Network with various alumni from the different companies you wish to join and work with them to get to know your prospects) 
Resume Review (Work with club members to review and customize your resume for your target company)","1. Must be a graduate student
2. Must pay the dues",,
279,MD Junior at GT,Community Service,https://orgsync.com/172526,https://cdn0.orgsync.com/images/os-profile-pics/fe859e01-8d62-4fcb-acd3-c76fa14d5d8f.png?cover=1&s=100,172526,"MDJunior is an international organization dedicated to using education and service to help bridge the health gap. MDJunior Georgia Tech will serve as a hub, meaning our chapter serves to mentor surrounding high school chapters and act as an intermediary between them and the national MDJunior Chapter, fostering strong relationships throughout.","Student can be members by applying and being selected by our executive board through an interview process. 2018 elections have already occurred, but be on the lookout for Fall 2019 Applications or contact gtmdjunior@gmail.com or message us on orgsync to figure out how you can get involved sooner!",Monday,http://www.mdjunior.org
280,Mechanical Engineering Graduate Association,Professional/Departmental,https://orgsync.com/135865,https://cdn0.orgsync.com/images/os-profile-pics/oqd5an95tqz4012_150.jpg?cover=1&s=100,135865,"The purpose of MEGA is to support and develop the Mechanical Engineering Graduate Students academically, professionally, and socially.  MEGA serves as a liaison between faculty, administrators, and students.  Activities include organizing PhD Qualifying Exam information panels, assisting the department with recruiting future grad students, hosting guest speakers, and providing various social events for students.","To add yourself to the MEGA listserv and receive important news and updates about MEGA events and resources, send a blank email from your gatech.edu email account to sympa@lists.gatech.edu with the subject:   Subscribe MEGA",Thursday,http://126323.orgsync.com/org/mega/home
281,Meditation Club,Religious/Spiritual,https://orgsync.com/135809,https://cdn1.orgsync.com/images/os-profile-pics/aphwo0rpapfgvz2_150.jpg?cover=1&s=100,135809,"The purpose of the Meditation Club is to promote the well-being of Tech students, faculty, and staff through the practice of meditation. One goal includes members using meditation in order to learn more about themselves on a deeper level. We also provide students an outlet for stress while educating them on different types of meditation practices that exist.","The Meditation Club is open and free to any Student, Faculty, and Staff. If you want to become a Member of the Meditation Club then there is a $20 fee that goes towards supporting the club's activities.",,http://126323.orgsync.com/org/meditationclub/home
282,Men's Club Basketball,Competitive Sports,https://orgsync.com/166466,https://cdn0.orgsync.com/images/os-profile-pics/1jqd0myfjp15auf_150.jpg?cover=1&s=100,166466,Men's Club basketball at Georgia Tech provides an exciting opportunity for players to foster their love of basketball through competitive contests against other universities as well as compete for regional and national championships.,"Official tryouts are held at the beginning of the Fall and Spring semesters.  Any student that wants to play on the team must tryout both semesters.  During the Fall, the team practices once per month and attends at least one tournament.  During the Spring, the team practices more frequently in order to prepare for Regional and National Competitions.  Those interested in joining the team should contact any of the club executive officers.","Sunday, Friday, Saturday",
283,Men's Club Lacrosse,Competitive Sports,https://orgsync.com/136172,https://cdn4.orgsync.com/images/os-profile-pics/55229cc6-0b84-4189-8612-1086810a69f5.jpg?cover=1&s=100,136172,"Men's Lacrosse is a club sport at Georgia Tech. We are in Division I of the Men's
Collegiate Lacrosse Association (MCLA) and compete in the SouthEast Lacrosse
Conference (SELC). We compete in our conference to achieve a spot in the national
championships hosted by the MCLA. Our tournament is televised via the internet and
cable. With this being said we run our program like an NCAA varsity sport.",Contact the current president at gtmenslacrosse@gmail.com,,http://laxteams.net/gt/index.html
284,Men's Club Soccer,Competitive Sports,https://orgsync.com/135876,https://cdn4.orgsync.com/images/os-profile-pics/5keljqd2qujr2oo_150.jpg?cover=1&s=100,135876,"The Georgia Tech Men's Club Soccer team is a student organization whose focus is competitive soccer at the collegiate level. There is not currently an NCAA sanctioned varsity team here at Georgia Tech, but we hope that through our success we will one day become exactly that. If you are an experienced player from the youth leagues, high school, or just a talented individual this is the place to play as a representative of Georgia Tech against other colleges around the South East. The Georgia Tech Men's Club Soccer team is a member of the Southeastern Collegiate Soccer League (SCSL) and competes against other Division I schools such as: Georgia, Tennessee, Auburn, Georgia Southern, University of Central Florida, Alabama, and Florida State.","In order to become a member of Georgia Tech's men soccer team, you must attend try outs. Try outs are held in the fall and spring.","Sunday, Monday, Tuesday, Thursday, Friday, Saturday",http://www.gtclubsoccer.com
285,Men's Rugby,Competitive Sports,https://orgsync.com/146638,https://cdn2.orgsync.com/images/os-profile-pics/b79bce1a-b69b-42f9-9c36-46d6d4d6a9db.png?cover=1&s=100,146638,"Rugby is the “ruffian sport played by gentlemen.” GTRFC, or the GT Rugby Football Club, is a student-run organization governed by students and coached by experienced rugby professionals. We practice 2-3 times per week with additional opportunities for weight training and conditioning. Academics always come first and the rugby team has consistently had one of the highest average GPA's among club sports at GT. Our coaching staff is highly dedicated to our rookies and places a heavy emphasis on establishing the basic skills of rugby. We schedule numerous matches and scrimmages designed specifically to allow new players to get experience and learn the game. Many of our current varsity players had never played rugby prior to coming to Tech. Our club is self-governed by the members with funding from Student Government and Alumni. GT Rugby is famous for its social aspect with ample opportunities to bond with teammates, travel to other college campuses, across the Southeast. We compete throughout all three semesters.",Contact Trent Davidson at davidson@gatechrugby.com,"Monday, Wednesday, Thursday, To Be Determined",https://www.gtechrugby.com/
286,Men's Ultimate Frisbee,Competitive Sports,https://orgsync.com/135859,https://cdn1.orgsync.com/images/os-profile-pics/s2mel8i9r5ccf3r_150.jpg?cover=1&s=100,135859,"Men's Ultimate Frisbee is a close-knit, competitive team that competes at a national level. We practice throughout the year and travel across the Southeast to compete against other universities.  We have an A and B team to best serve players' goals and the development of our program.","We hold open tryouts for the A team at the beginning of the fall semester, but you can join at any time - email gt.mens.ultimate@gmail.com for info!  B team is open to anyone, especially those with limited or no ultimate experience!","Monday, Tuesday, Wednesday, Thursday, Saturday",https://gttribe.wordpress.com/
287,Men's Water Polo Club,Competitive Sports,https://orgsync.com/136021,https://orgsync.com/assets/icons/portals/no_org_profile_150.png,136021,"Georgia Tech Water Polo Club is a competitive club water polo team that plays in the Southeast Division of the Collegiate Water Polo Association (CWPA). The official CWPA season is in the fall; however the team also competes in the spring at various invitationals. Tournament locations range from UNC, Chapel Hill, NC to FSU, Tallahassee, FL to Tulane University, New Orleans, LA and many locations in between. The team meets for practice Mondays and Wednesdays from 8pm to 10pm in the diving well at the CRC.","Students can become members by contacting the President or Recruitment Chair of the club, attending a practice prior to joining if desired, and then paying dues if the student decides to join.","Sunday, Monday, Wednesday",https://www.facebook.com/GaTechWaterPolo/
288,Mens Club Volleyball,Competitive Sports,https://orgsync.com/136431,https://cdn2.orgsync.com/images/os-profile-pics/q8tnuyam4iwbc4z_150.jpg?cover=1&s=100,136431,"We are an intercollegiate club volleyball team that travels around the Southeast to compete in around ten tournaments each semester with matches against college and adult teams. We're an indoor team but our guys also play a little sand.
Our goal is to develop great volleyball players and grow the game!","Students become members through tryouts at the beginning of the semester. Open gyms (for anyone to come and play) will be held the week before tryouts. These are great, especially if you're a bit rusty.
If a student can't attend tryouts they should email the president. He'll invite them to attend a practice where they will be evaluated and notified afterwards if they were given a spot.
We usually field two full teams so our membership base is 20-30 people so if you're on the fence about trying out come down anyways; volleyball is always fun!","Tuesday, Thursday",https://www.facebook.com/GTMVB/
289,Mental Health Student Coalition,Community Service,https://orgsync.com/142674,https://cdn2.orgsync.com/images/os-profile-pics/1swhdz65y0c8v9h_150.jpg?cover=1&s=100,142674,"The Mental Health Student Coalition (or MHSC) is comprised of students who are considered mental health thought leaders at Georgia Tech. These students are some of the most informed and connected leaders when it comes to mental health initiatives. The coalition meets regularly throughout the year to maintain an active pulse on the latest programs and policies affecting mental health and, by nature of their collective understanding of complex mental health initiatives, serve as a hub of information for students, faculty, staff and administration.","In order to become involved with the Mental Health Student Coalition (MHSC), students can stay up to date with recruiting by checking our Facebook page often. The recruitment process has an application portion and interview portion. We will be looking for new members at the end of every Fall Semester.",,http://www.mhsc.gtorg.gatech.edu
290,Millionaires in Training,Professional/Departmental,https://orgsync.com/177161,https://cdn4.orgsync.com/images/os-profile-pics/1b25d219-858e-413b-9649-d109df3b1756.png?cover=1&s=100,177161,"Millionaires in Training is a personal finance club at Georgia Tech focused on teaching and learning how to save, grow, and protect your money to build true wealth long term.",Guests are welcome at all meetings. Members must pay dues and should attend meetings regularly.,Thursday,https://www.facebook.com/mitatgt/
